"STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,"
"875850,99999, 20170502,   66.2, 8,   56.0, 8, 1016.6, 8, 1013.7, 8,   6.2, 8,   4.0, 8,   8.0, 999.9,   78.8 ,  60.6 , 0.00I,999.9, 000000,"
"875850,99999, 20170503,   66.8, 8,   57.4, 8, 1018.4, 8, 1015.3, 8,   6.2, 8,   1.7, 8,   4.1, 999.9,   76.3*,  60.4 , 0.01G,999.9, 000010,"
"875850,99999, 20170504,   68.0, 8,   60.9, 8, 1016.9, 8, 1014.0, 8,   6.2, 8,   2.8, 8,   5.1, 999.9,   77.5 ,  61.2 , 0.00G,999.9, 000000,"
"875850,99999, 20170505,   68.4, 8,   62.4, 8, 1015.9, 8, 1013.0, 8,   6.2, 8,   1.7, 8,   5.1, 999.9,   78.8*,  60.8 , 0.00I,999.9, 000000,"
"875850,99999, 20170506,   67.7, 8,   61.7, 8, 1016.0, 8, 1013.1, 8,   6.2, 8,   4.6, 8,   8.0, 999.9,   79.2 ,  62.4 , 0.00I,999.9, 000000,"
"875850,99999, 20170507,   67.6, 8,   63.4, 8, 1012.0, 8, 1009.0, 8,   6.1, 8,   5.6, 8,   9.9, 999.9,   74.1 ,  64.4 , 0.24A,999.9, 010000,"
"875850,99999, 20170508,   65.8, 8,   64.9, 8, 1009.4, 8, 1006.4, 8,   5.7, 8,   3.4, 8,   8.0, 999.9,   70.5 ,  63.0*, 4.13G,999.9, 010010,"
"875850,99999, 20170509,   58.3, 8,   51.9, 8, 1019.5, 8, 1016.5, 8,   6.2, 8,   4.1, 8,   7.0, 999.9,   67.5 ,  50.9 , 0.24G,999.9, 000000,"
"875850,99999, 20170510,   56.2, 8,   46.2, 8, 1025.3, 8, 1022.3, 8,   6.2, 8,   2.7, 8,   4.1, 999.9,   68.0 ,  49.5 , 0.00G,999.9, 000000,"
"875850,99999, 20170511,   56.4, 8,   47.1, 8, 1022.3, 8, 1019.3, 8,   6.2, 8,   5.4, 8,   8.0, 999.9,   63.3 ,  53.6 , 0.00I,999.9, 000000,"
"875850,99999, 20170512,   59.7, 8,   56.0, 8, 1014.9, 8, 1011.9, 8,   5.5, 8,   4.6, 8,  11.1, 999.9,   61.3*,  55.6 , 0.43G,999.9, 010000,"
"875850,99999, 20170513,   60.8, 8,   57.4, 8, 1011.5, 8, 1008.5, 8,   5.7, 8,   2.8, 8,   4.1, 999.9,   68.9*,  55.2 , 0.20G,999.9, 000000,"
"875850,99999, 20170514,   58.9, 8,   55.6, 8, 1014.4, 8, 1011.4, 8,   6.2, 8,   1.2, 8,   2.9, 999.9,   70.0 ,  53.6 , 0.00G,999.9, 000000,"
"875850,99999, 20170515,   60.6, 8,   54.7, 8, 1018.5, 8, 1015.6, 8,   6.2, 8,   2.4, 8,   5.1, 999.9,   69.3*,  55.4 , 0.00I,999.9, 000000,"
"875850,99999, 20170516,   57.1, 8,   51.0, 8, 1019.4, 8, 1016.4, 8,   6.1, 8,   1.8, 8,   6.0, 999.9,   69.8 ,  47.7 , 0.00I,999.9, 000000,"
"875850,99999, 20170517,   59.3, 8,   52.4, 8, 1017.9, 8, 1014.9, 8,   6.2, 8,   4.0, 8,   6.0, 999.9,   70.2 ,  50.0 , 0.00I,999.9, 000000,"
"875850,99999, 20170518,   61.4, 8,   57.0, 8, 1012.8, 8, 1009.8, 8,   6.1, 8,   5.1, 8,   8.0, 999.9,   66.6 ,  57.6 , 0.00G,999.9, 010000,"
"875850,99999, 20170519,   61.8, 8,   59.0, 8, 1005.2, 8, 1002.2, 8,   5.6, 8,   4.8, 8,   9.9, 999.9,   64.6 ,  56.5*, 0.20G,999.9, 010000,"
"875850,99999, 20170520,   52.4, 8,   47.5, 8, 1008.1, 8, 1005.1, 8,   6.1, 8,   5.2, 8,   8.0, 999.9,   63.7 ,  49.1 , 0.00G,999.9, 010000,"
"875850,99999, 20170521,   54.7, 8,   50.3, 8, 1010.1, 8, 1007.1, 8,   6.1, 8,   5.5, 8,   9.9, 999.9,   63.7*,  49.3 , 0.16G,999.9, 010000,"
"875850,99999, 20170522,   59.3, 8,   50.7, 8, 1016.2, 8, 1013.2, 8,   6.2, 8,   2.4, 8,   5.1, 999.9,   69.8*,  49.8 , 0.01G,999.9, 000000,"
"875850,99999, 20170523,   62.8, 8,   53.8, 8, 1017.4, 8, 1014.5, 8,   6.2, 8,   3.6, 8,   6.0, 999.9,   70.7 ,  56.8 , 0.00G,999.9, 000000,"
"875850,99999, 20170524,   62.4, 8,   59.4, 8, 1013.0, 8, 1010.0, 8,   6.1, 8,   1.5, 8,   5.1, 999.9,   69.1 ,  58.3 , 0.00A,999.9, 010000,"
"875850,99999, 20170525,   61.0, 8,   60.0, 8, 1011.0, 8, 1008.0, 8,   6.1, 8,   1.8, 8,   4.1, 999.9,   65.5 ,  59.0 , 0.08G,999.9, 010000,"
"875850,99999, 20170526,   57.2, 8,   49.3, 8, 1018.0, 8, 1015.0, 8,   6.2, 8,   4.0, 8,   9.9, 999.9,   64.4*,  52.3 , 0.08G,999.9, 000000,"
"875850,99999, 20170527,   51.9, 8,   42.4, 8, 1028.8, 8, 1025.7, 8,   6.2, 8,   3.7, 8,   7.0, 999.9,   64.8 ,  46.0 , 0.00G,999.9, 000000,"
"875850,99999, 20170528,   53.8, 8,   46.8, 8, 1026.5, 8, 1023.4, 8,   6.1, 8,   4.2, 8,   7.0, 999.9,   59.0*,  46.9 , 0.00A,999.9, 010000,"
"875850,99999, 20170529,   54.1, 8,   50.7, 8, 1024.2, 8, 1021.2, 8,   6.0, 8,   2.7, 8,   7.0, 999.9,   59.7*,  48.9 , 0.02G,999.9, 000000,"
"875850,99999, 20170530,   52.5, 8,   46.1, 8, 1026.0, 8, 1023.0, 8,   6.2, 8,   2.6, 8,   6.0, 999.9,   62.2 ,  43.7 , 0.00G,999.9, 000000,"
"875850,99999, 20170531,   50.9, 8,   43.3, 8, 1025.1, 8, 1022.0, 8,   6.2, 8,   2.5, 8,   4.1, 999.9,   62.4 ,  45.1 , 0.00I,999.9, 000000,"
"875850,99999, 20170601,   50.8, 8,   48.4, 8, 1021.0, 8, 1017.9, 8,   5.0, 8,   1.1, 8,   1.9, 999.9,   61.2*,  45.0 , 0.00I,999.9, 100000,"
"875850,99999, 20170602,   51.2, 8,   46.3, 8, 1020.1, 8, 1017.1, 8,   5.8, 8,   1.9, 8,   6.0, 999.9,   61.5*,  42.3 , 0.00I,999.9, 000000,"
"875850,99999, 20170603,   56.6, 8,   51.8, 8, 1014.6, 8, 1011.6, 8,   6.2, 8,   3.8, 8,   6.0, 999.9,   62.8 ,  43.9 , 0.00I,999.9, 000000,"
"875850,99999, 20170604,   54.4, 8,   51.8, 8, 1015.3, 8, 1012.3, 8,   5.0, 8,   2.0, 8,   4.1, 999.9,   62.1 ,  48.4 , 0.00I,999.9, 000000,"
"875850,99999, 20170605,   47.9, 8,   37.0, 8, 1020.1, 8, 1017.0, 8,   6.2, 8,   2.1, 8,   4.1, 999.9,   61.9 ,  39.2 , 0.00I,999.9, 000000,"
"875850,99999, 20170606,   48.2, 8,   38.5, 8, 1019.2, 8, 1016.1, 8,   6.1, 8,   1.4, 8,   4.1, 999.9,   61.5*,  39.2 , 0.00I,999.9, 000000,"
"875850,99999, 20170607,   51.8, 8,   40.6, 8, 1013.5, 8, 1010.5, 8,   6.2, 8,   3.1, 8,   5.1, 999.9,   62.4 ,  40.8 , 0.00I,999.9, 000000,"
"875850,99999, 20170608,   52.7, 8,   49.6, 8, 1009.7, 8, 1006.7, 8,   6.1, 8,   3.1, 8,   7.0, 999.9,   59.4 ,  47.8 , 0.00B,999.9, 010000,"
"875850,99999, 20170609,   49.7, 8,   42.2, 8, 1015.0, 8, 1011.9, 8,   6.2, 8,   3.0, 8,   6.0, 999.9,   59.4*,  42.1 , 0.00G,999.9, 000000,"
"875850,99999, 20170610,   57.1, 8,   43.1, 8, 1011.8, 8, 1008.8, 8,   6.2, 8,   3.5, 8,   8.0, 999.9,   70.2*,  43.2 , 0.00I,999.9, 000000,"
"875850,99999, 20170611,   55.7, 8,   45.8, 8, 1014.5, 8, 1011.4, 8,   6.2, 8,   2.5, 8,   5.1, 999.9,   70.9 ,  48.7 , 0.00I,999.9, 000000,"
"875850,99999, 20170612,   47.2, 8,   35.9, 8, 1019.6, 8, 1016.6, 8,   6.2, 8,   2.1, 8,   5.1, 999.9,   66.2 ,  36.9 , 0.00I,999.9, 000000,"
"875850,99999, 20170613,   53.7, 8,   47.3, 8, 1018.3, 8, 1015.2, 8,   6.2, 8,   2.2, 8,   4.1, 999.9,   68.7*,  39.0 , 0.00I,999.9, 000000,"
"875850,99999, 20170614,   57.4, 8,   53.0, 8, 1021.7, 8, 1018.8, 8,   5.6, 8,   3.1, 8,   8.0, 999.9,   69.1 ,  48.7 , 0.00I,999.9, 000000,"
"875850,99999, 20170615,   59.2, 8,   55.7, 8, 1015.6, 8, 1012.6, 8,   6.2, 8,   7.4, 8,  11.1, 999.9,   66.2 ,  54.5 , 0.00I,999.9, 000000,"
"875850,99999, 20170616,   68.7, 8,   64.5, 8, 1006.6, 8, 1003.7, 8,   6.2, 8,   5.5, 8,   8.0, 999.9,   76.3*,  57.2 , 0.00G,999.9, 010000,"
"875850,99999, 20170617,   69.2, 8,   62.9, 8, 1002.4, 8,  999.4, 8,   6.2, 8,   5.2, 8,   8.0, 999.9,   76.3 ,  63.0*, 0.00G,999.9, 010000,"
"875850,99999, 20170618,   49.2, 8,   34.2, 8, 1014.6, 8, 1011.5, 8,   6.2, 8,   7.9, 8,  12.0, 999.9,   73.0 ,  41.7 , 0.00G,999.9, 000000,"
"875850,99999, 20170619,   44.7, 8,   31.0, 8, 1025.4, 8, 1022.3, 8,   6.2, 8,   5.0, 8,   8.9, 999.9,   54.5*,  36.1 , 0.00G,999.9, 000000,"
"875850,99999, 20170620,   44.2, 8,   34.2, 8, 1027.0, 8, 1023.9, 8,   6.2, 8,   1.7, 8,   5.1, 999.9,   55.6 ,  35.6 , 0.00I,999.9, 000000,"
"875850,99999, 20170621,   51.0, 8,   39.2, 8, 1021.7, 8, 1018.6, 8,   6.2, 8,   4.6, 8,   8.0, 999.9,   56.5 ,  38.5 , 0.00I,999.9, 000000,"
"875850,99999, 20170622,   59.5, 8,   55.3, 8, 1012.3, 8, 1009.3, 8,   6.2, 8,   5.1, 8,   8.0, 999.9,   70.0*,  48.2 , 0.00I,999.9, 000000,"
"875850,99999, 20170623,   66.9, 8,   60.6, 8, 1011.5, 8, 1008.5, 8,   6.2, 8,   4.4, 8,   7.0, 999.9,   76.6*,  57.4 , 0.00I,999.9, 000000,"
"875850,99999, 20170624,   66.1, 8,   60.6, 8, 1015.1, 8, 1012.2, 8,   6.2, 8,   2.7, 8,   6.0, 999.9,   77.5 ,  60.4 , 0.00I,999.9, 000000,"
"875850,99999, 20170625,   68.9, 8,   62.0, 8, 1015.0, 8, 1012.0, 8,   6.2, 8,   5.1, 8,   7.0, 999.9,   72.9*,  61.2 , 0.00I,999.9, 000000,"
"875850,99999, 20170626,   68.7, 8,   59.1, 8, 1013.0, 8, 1010.1, 8,   6.2, 8,   4.2, 8,   7.0, 999.9,   75.0*,  63.7 , 0.00I,999.9, 000000,"
"875850,99999, 20170627,   64.9, 8,   58.4, 8, 1010.7, 8, 1007.8, 8,   6.1, 8,   4.9, 8,   8.9, 999.9,   75.9 ,  57.6*, 0.00G,999.9, 010000,"
"875850,99999, 20170628,   54.7, 8,   52.2, 8, 1020.6, 8, 1017.6, 8,   6.1, 8,   3.0, 8,   7.0, 999.9,   68.9 ,  52.9 , 0.01G,999.9, 010000,"
"875850,99999, 20170629,   50.9, 8,   48.3, 8, 1020.6, 8, 1017.5, 8,   6.2, 8,   2.2, 8,   4.1, 999.9,   56.1 ,  44.6 , 0.00G,999.9, 000000,"
"875850,99999, 20170630,   54.5, 5,   45.6, 5, 1022.2, 5, 1019.2, 5,   6.2, 5,   2.6, 5,   4.1, 999.9,   64.0*,  47.1 , 0.00I,999.9, 000000,"
"875850,99999, 20170701,   52.8, 8,   45.6, 8, 1027.3, 8, 1024.3, 8,   6.2, 8,   2.1, 8,   5.1, 999.9,   64.0 ,  44.6 , 0.00I,999.9, 000000,"
"875850,99999, 20170702,   56.8, 8,   46.6, 8, 1029.2, 8, 1026.2, 8,   6.2, 8,   4.7, 8,   7.0, 999.9,   63.7 ,  46.4 , 0.00I,999.9, 000000,"
"875850,99999, 20170703,   57.2, 8,   47.3, 8, 1026.2, 8, 1023.2, 8,   6.2, 8,   8.8, 8,  12.0, 999.9,   64.6*,  52.2 , 0.00I,999.9, 000000,"
"875850,99999, 20170704,   59.7, 8,   52.0, 8, 1021.6, 8, 1018.6, 8,   6.2, 8,   8.8, 8,  12.0, 999.9,   66.6*,  53.1 , 0.00I,999.9, 000000,"
"875850,99999, 20170705,   58.4, 8,   53.4, 8, 1018.1, 8, 1015.1, 8,   6.1, 8,   8.6, 8,  13.0, 999.9,   67.3 ,  52.5 , 0.20A,999.9, 010000,"
"875850,99999, 20170706,   50.1, 8,   48.7, 8, 1023.0, 8, 1019.9, 8,   6.1, 8,   3.2, 8,   7.0, 999.9,   62.4 ,  46.2 , 0.28B,999.9, 010000,"
"875850,99999, 20170707,   54.0, 8,   52.9, 8, 1024.0, 8, 1021.0, 8,   5.7, 8,   4.9, 8,   8.0, 999.9,   57.4*,  49.6 , 0.20D,999.9, 010000,"
"875850,99999, 20170708,   56.5, 8,   55.4, 8, 1019.1, 8, 1016.1, 8,   5.8, 8,   3.7, 8,   8.0, 999.9,   58.6 ,  52.9*, 1.54G,999.9, 010000,"
"875850,99999, 20170709,   51.2, 8,   49.0, 8, 1020.9, 8, 1017.9, 8,   5.7, 8,   1.8, 8,   6.0, 999.9,   59.2 ,  50.4 , 0.00G,999.9, 010010,"
"875850,99999, 20170710,   50.9, 8,   49.4, 8, 1022.8, 8, 1019.8, 8,   6.0, 8,   2.8, 8,   4.1, 999.9,   54.5 ,  49.3 , 1.22G,999.9, 010000,"
"875850,99999, 20170711,   48.5, 8,   43.6, 8, 1026.4, 8, 1023.3, 8,   6.2, 8,   4.4, 8,   8.0, 999.9,   57.2*,  40.6 , 0.08G,999.9, 000000,"
"875850,99999, 20170712,   57.8, 8,   55.7, 8, 1020.1, 8, 1017.1, 8,   6.0, 8,   5.5, 8,   8.0, 999.9,   64.4*,  41.5 , 0.00G,999.9, 010000,"
"875850,99999, 20170713,   66.3, 8,   61.2, 8, 1012.0, 8, 1009.0, 8,   6.2, 8,   4.5, 8,   9.9, 999.9,   76.8*,  56.8 , 0.00I,999.9, 000000,"
"875850,99999, 20170714,   58.9, 8,   51.9, 8, 1015.0, 8, 1012.0, 8,   6.0, 8,   5.4, 8,   8.0, 999.9,   77.0 ,  54.1*, 0.01G,999.9, 010000,"
"875850,99999, 20170715,   56.9, 8,   55.4, 8, 1005.5, 8, 1002.5, 8,   4.5, 8,   5.7, 8,   9.9, 999.9,   62.6*,  51.4*, 0.12G,999.9, 110000,"
"875850,99999, 20170716,   44.6, 8,   36.8, 8, 1019.7, 8, 1016.6, 8,   6.2, 8,   8.3, 8,  12.0, 999.9,   63.3 ,  41.0 , 0.39G,999.9, 000000,"
"875850,99999, 20170717,   41.2, 8,   29.7, 8, 1029.1, 8, 1026.0, 8,   6.2, 8,   5.9, 8,   9.9, 999.9,   51.1*,  32.9 , 0.00G,999.9, 000000,"
"875850,99999, 20170718,   45.9, 8,   27.7, 8, 1028.2, 8, 1025.1, 8,   6.2, 8,   4.3, 8,   9.9, 999.9,   60.1*,  33.8 , 0.00I,999.9, 000000,"
"875850,99999, 20170719,   50.6, 8,   34.2, 8, 1022.8, 8, 1019.7, 8,   6.2, 8,   6.4, 8,   9.9, 999.9,   62.1*,  38.1 , 0.00I,999.9, 000000,"
"875850,99999, 20170720,   54.1, 8,   39.9, 8, 1017.5, 8, 1014.5, 8,   6.2, 8,   5.6, 8,   8.9, 999.9,   67.8*,  43.7 , 0.00I,999.9, 000000,"
"875850,99999, 20170721,   53.3, 8,   40.9, 8, 1020.2, 8, 1017.2, 8,   6.2, 8,   3.0, 8,   6.0, 999.9,   67.8 ,  45.0 , 0.00I,999.9, 000000,"
"875850,99999, 20170722,   55.6, 8,   45.8, 8, 1018.4, 8, 1015.4, 8,   6.2, 8,   4.4, 8,   7.0, 999.9,   64.2*,  48.0 , 0.00I,999.9, 000000,"
"875850,99999, 20170723,   57.7, 8,   49.5, 8, 1012.8, 8, 1009.7, 8,   6.2, 8,   4.2, 8,   8.0, 999.9,   64.4 ,  51.4 , 0.00I,999.9, 000000,"
"875850,99999, 20170724,   54.8, 8,   51.5, 8, 1017.5, 8, 1014.5, 8,   6.1, 8,   5.0, 8,   9.9, 999.9,   63.5 ,  49.6 , 0.47G,999.9, 010000,"
"875850,99999, 20170725,   54.2, 8,   45.9, 8, 1024.0, 8, 1021.0, 8,   6.2, 8,   4.9, 8,   7.0, 999.9,   59.5 ,  49.8 , 0.00G,999.9, 000000,"
"875850,99999, 20170726,   59.6, 8,   57.7, 8, 1020.3, 8, 1017.3, 8,   6.1, 8,   3.5, 8,   6.0, 999.9,   66.6*,  52.2 , 0.20G,999.9, 010000,"
"875850,99999, 20170727,   63.8, 8,   59.8, 8, 1018.8, 8, 1015.8, 8,   4.9, 8,   3.0, 8,   5.1, 999.9,   74.1*,  57.7 , 0.00G,999.9, 000000,"
"875850,99999, 20170728,   67.3, 8,   57.6, 8, 1014.7, 8, 1011.7, 8,   6.2, 8,   6.6, 8,   9.9, 999.9,   77.0*,  60.6 , 0.00I,999.9, 000000,"
"875850,99999, 20170729,   68.4, 8,   56.5, 8, 1015.9, 8, 1013.0, 8,   6.2, 8,   4.8, 8,   8.0, 999.9,   78.8 ,  61.7 , 0.00I,999.9, 000000,"
"875850,99999, 20170730,   54.0, 8,   49.8, 8, 1023.5, 8, 1020.5, 8,   6.1, 8,   8.6, 8,  14.0, 999.9,   75.9 ,  50.0*, 0.02A,999.9, 010000,"
"875850,99999, 20170731,   51.7, 8,   49.2, 8, 1024.2, 8, 1021.2, 8,   6.1, 8,   6.4, 8,   8.0, 999.9,   55.2*,  48.6 , 0.12G,999.9, 010000,"
"875850,99999, 20170801,   54.5, 8,   53.4, 8, 1019.0, 8, 1016.0, 8,   5.7, 8,   4.2, 8,   8.0, 999.9,   57.6*,  51.4 , 0.04G,999.9, 010000,"
"875850,99999, 20170802,   54.1, 8,   48.5, 8, 1022.3, 8, 1019.3, 8,   6.1, 8,   2.8, 8,   4.1, 999.9,   61.9*,  48.4 , 0.02G,999.9, 000000,"
"875850,99999, 20170803,   53.5, 8,   46.9, 8, 1023.8, 8, 1020.8, 8,   5.9, 8,   2.7, 8,   5.1, 999.9,   65.3*,  45.3 , 0.00G,999.9, 000000,"
"875850,99999, 20170804,   54.0, 8,   46.4, 8, 1025.4, 8, 1022.4, 8,   6.1, 8,   2.7, 8,   5.1, 999.9,   66.6 ,  44.2 , 0.00I,999.9, 000000,"
"875850,99999, 20170805,   58.1, 8,   49.6, 8, 1021.9, 8, 1019.0, 8,   6.2, 8,   5.3, 8,   9.9, 999.9,   65.1 ,  46.9 , 0.00I,999.9, 000000,"
"875850,99999, 20170806,   62.1, 8,   55.2, 8, 1017.2, 8, 1014.2, 8,   6.2, 8,   5.6, 8,   8.0, 999.9,   71.6*,  54.9 , 0.00I,999.9, 000000,"
"875850,99999, 20170807,   62.8, 8,   57.0, 8, 1014.2, 8, 1011.1, 8,   6.2, 8,   3.1, 8,   7.0, 999.9,   74.5 ,  57.0 , 0.00I,999.9, 000000,"
"875850,99999, 20170808,   57.4, 7,   52.4, 7, 1012.2, 7, 1009.2, 7,   6.2, 7,   5.8, 7,   9.9, 999.9,   69.8 ,  53.6 , 0.24G,999.9, 010000,"
"875850,99999, 20170809,   56.2, 8,   51.4, 8, 1019.3, 8, 1016.3, 8,   6.2, 8,   5.5, 8,   8.9, 999.9,   63.7 ,  53.6 , 0.00G,999.9, 000000,"
"875850,99999, 20170810,   58.1, 8,   52.4, 8, 1018.5, 8, 1015.5, 8,   6.2, 8,   7.9, 8,  18.1, 999.9,   62.6 ,  54.3 , 0.00I,999.9, 000000,"
"875850,99999, 20170811,   60.5, 8,   58.4, 8, 1010.0, 8, 1006.9, 8,   5.8, 8,   7.8, 8,  14.0, 999.9,   62.6 ,  55.4 , 0.87G,999.9, 010010,"
"875850,99999, 20170812,   59.0, 8,   57.4, 8, 1008.6, 8, 1005.5, 8,   5.7, 8,   3.2, 8,   7.0, 999.9,   63.5 ,  55.2*, 0.24G,999.9, 010000,"
"875850,99999, 20170813,   54.1, 8,   46.8, 8, 1014.8, 8, 1011.8, 8,   6.2, 8,   3.2, 8,   5.1, 999.9,   63.7*,  44.6 , 0.04G,999.9, 000000,"
"875850,99999, 20170814,   57.7, 8,   42.1, 8, 1014.0, 8, 1011.0, 8,   6.2, 8,   3.8, 8,   8.9, 999.9,   68.4*,  49.3 , 0.00G,999.9, 000000,"
"875850,99999, 20170815,   58.8, 7,   44.4, 7, 1017.4, 7, 1014.4, 7,   6.2, 7,   3.1, 7,   6.0, 999.9,   68.7 ,  50.0 , 0.00I,999.9, 000000,"
"875850,99999, 20170816,   56.0, 8,   42.5, 8, 1022.1, 8, 1019.1, 8,   6.2, 8,   2.1, 8,   2.9, 999.9,   70.9 ,  46.8 , 0.00I,999.9, 000000,"
"875850,99999, 20170817,   58.2, 8,   45.1, 8, 1017.4, 8, 1014.4, 8,   6.2, 8,   5.0, 8,   7.0, 999.9,   72.5*,  48.6 , 0.00I,999.9, 000000,"
"875850,99999, 20170818,   63.9, 8,   49.2, 8, 1010.5, 8, 1007.5, 8,   6.2, 8,   6.4, 8,   8.9, 999.9,   73.0 ,  54.9 , 0.00I,999.9, 000000,"
"875850,99999, 20170819,   60.1, 8,   51.6, 8, 1009.9, 8, 1006.9, 8,   5.9, 8,   3.7, 8,  11.1, 999.9,   72.9 ,  53.1 , 0.39G,999.9, 010000,"
"875850,99999, 20170820,   54.1, 8,   37.4, 8, 1022.6, 8, 1019.6, 8,   6.2, 8,   4.2, 8,   8.0, 999.9,   62.8*,  44.6 , 0.02G,999.9, 000000,"
"875850,99999, 20170821,   52.5, 7,   38.7, 7, 1027.6, 7, 1024.5, 7,   6.2, 7,   4.1, 7,   8.9, 999.9,   63.7*,  41.2 , 0.00G,999.9, 000000,"
"875850,99999, 20170822,   56.1, 8,   40.3, 8, 1018.3, 8, 1015.3, 8,   6.2, 8,  11.6, 8,  15.0, 999.9,   64.4 ,  50.0 , 0.00I,999.9, 000000,"
"875850,99999, 20170823,   61.9, 8,   51.5, 8, 1011.9, 8, 1008.9, 8,   6.2, 8,   7.5, 8,  17.1, 999.9,   70.0*,  50.4 , 0.00I,999.9, 000000,"
"875850,99999, 20170824,   67.1, 8,   62.8, 8, 1009.2, 8, 1006.3, 8,   6.0, 8,   3.1, 8,   5.1, 999.9,   73.8*,  57.6 , 0.04G,999.9, 010000,"
"875850,99999, 20170825,   65.7, 8,   64.7, 8, 1007.9, 8, 1005.0, 8,   5.8, 8,   2.5, 8,   5.1, 999.9,   75.2 ,  62.4*, 0.12G,999.9, 010010,"
"875850,99999, 20170826,   57.9, 8,   56.9, 8, 1014.2, 8, 1011.1, 8,   5.7, 8,   4.8, 8,   7.0, 999.9,   70.7 ,  55.8*, 0.79G,999.9, 010000,"
"875850,99999, 20170827,   59.3, 8,   57.9, 8, 1016.5, 8, 1013.5, 8,   5.3, 8,   3.9, 8,   5.1, 999.9,   64.4*,  55.8 , 0.02G,999.9, 010000,"
"875850,99999, 20170828,   63.9, 8,   61.2, 8, 1013.1, 8, 1010.1, 8,   6.1, 8,   4.6, 8,   8.0, 999.9,   73.9*,  58.1 , 0.00G,999.9, 000000,"
"875850,99999, 20170829,   66.0, 8,   63.9, 8, 1008.5, 8, 1005.6, 8,   6.1, 8,   4.3, 8,  12.0, 999.9,   73.9 ,  57.9*, 0.12G,999.9, 010010,"
"875850,99999, 20170830,   53.6, 8,   44.0, 8, 1020.9, 8, 1017.9, 8,   6.1, 8,   6.7, 8,  13.0, 999.9,   71.1 ,  45.1 , 0.01G,999.9, 010000,"
"875850,99999, 20170831,   54.5, 8,   45.2, 8, 1024.8, 8, 1021.8, 8,   6.2, 8,   4.9, 8,   9.9, 999.9,   63.7 ,  46.4 , 0.00G,999.9, 000000,"
